ID_0,ISO,NAME_ENGLI,NAME_ISO,NAME_FAO,NAME_LOCAL,NAME_OBSOL,NAME_VARIA,NAME_NONLA,NAME_FRENC,NAME_SPANI,NAME_RUSSI,NAME_ARABI,NAME_CHINE,WASPARTOF,CONTAINS,SOVEREIGN,ISO2,WWW,FIPS,ISON,VALIDFR,VALIDTO,EUmember,GBR_adm0_ID,Latitude,Longitude
239,"GBR","United Kingdom","UNITED KINGDOM","United Kingdom","United Kingdom","","England|Great Britain|Northern Ireland|Scotland|Wales","","Royaume-Uni","Reino Unido","??????????? ??????????? ?????????????? ? ????????","??????? ???????","??","","","United Kingdom","GB","","UK",826.00000000000,"1927","Present",1.00000000000,"0",54.1578,-2.8978
