ID_0,ISO,NAME_0,ID_1,NAME_1,NL_NAME_1,VARNAME_1,TYPE_1,ENGTYPE_1,GBR_adm1_ID,Latitude,Longitude
239,"GBR","United Kingdom",1,"England","","","Home Nation|Constituent Country","Kingdom","0",52.5898,-1.4611
239,"GBR","United Kingdom",2,"Northern Ireland","","Ulster","Home Nation|Constituent Country","Province","1",54.6120,-6.6912
239,"GBR","United Kingdom",3,"Scotland","","Alba","Home Nation|Constituent Country","Kingdom","2",56.8397,-4.1906
239,"GBR","United Kingdom",4,"Wales","","Cymru","Home Nation|Constituent Country","Principality","3",52.3368,-3.7616
